50.880063;20.637531
50.878038;20.635444
50.876199;20.633783
50.874628;20.633160
50.874560;20.632345
50.874723;20.628461
50.874989;20.626383
50.875223;20.626241
50.875355;20.625973
50.875371;20.625768
50.875895;20.625252
50.876740;20.624327
50.877412;20.623498
50.878917;20.621941
50.882519;20.618422
50.883002;20.617886
50.883148;20.617665
50.883004;20.617123
50.882308;20.615480
50.880987;20.614367
50.878105;20.612259
50.876588;20.609455
50.875938;20.608661
50.875826;20.608461
50.875677;20.608310
50.875609;20.608395
50.875588;20.608499
50.875613;20.608617
50.875676;20.608697
50.875724;20.609251
50.875605;20.611300
50.875466;20.612858
