50.877781;20.661020
50.879228;20.655357
50.880442;20.651332
50.882195;20.646081
50.883599;20.642686
50.885467;20.637000
50.886577;20.634082
50.887551;20.629361
50.887815;20.628138
50.885379;20.627322
50.882271;20.626000
50.879911;20.624886
50.879444;20.623763
50.879283;20.622206
50.879911;20.621058
50.881232;20.619680
50.882503;20.618226
50.883150;20.617675
50.882885;20.616867
50.882564;20.616032
50.882284;20.615528
50.881715;20.615012
50.880879;20.614272
50.880664;20.614075
50.879871;20.613453
50.878296;20.612194
50.876837;20.609790
50.876302;20.609020
50.876110;20.608857
50.875842;20.608559
50.875760;20.608323
50.875634;20.608352
50.875588;20.608491
50.875633;20.608676
50.875674;20.608689
50.875701;20.608987
50.875726;20.609229
50.875671;20.610283
50.875552;20.611907
50.875466;20.612858
